JobTitle,Company,Location,PostDate,ExtractDate,Summary,Pay,JobUrl,Requirements,Description
"Sr. Manager, Data Science",Expedia Group,"Seattle, WA",Today,2021-05-18,Experience with data visualization tools and packages. Good data manipulation skills required including cleaning and managing data.,,https://www.indeed.com/rc/clk?jk=cc3121aa740ac751&fccid=160efb82f2462f14&vjs=3,None,"Are you up for your next challenge where you can lead the Recommendations data science team for Expedia Group? Would you like to work in the fast-paced, traveller focused and data-rich world of travel technology, and power travel for millions of people?If you are passionate in using Data Science and ML to build data powered products, tackle ambitious problems and are seeking a high-profile role in which you’ll be able to directly impact millions of our customers and partners around the world, this could be the role for you!Our team focuses on Personalisation and Recommendations across all Expedia Group brands such as Expedia.com, Hotels.com and Vrbo.We help millions of travellers worldwide having a more personalized experience by creating Recommendations algorithms, including property, destinations, car and activity, to help our travellers finding their dream holiday more quickly. We’re also responsible for Traveler Intent prediction and Customer Experience AI.This key role involves leading the Expedia Group Recommendations data science team. We build ML algorithms to solve high-impact, sophisticated problems using cutting-edge technology and approaches while working in a diverse team. You will also mentor the team and help ensure the timely delivery of key projects.What you'll do:Lead the team and manage the delivery of cutting edge recommendation algorithms;Mentor and provide technical support to more junior members of the team;Build, deploy and optimise ML models recommendations;Work in close partnership with Product, Data and Technology teams to identify new opportunities and ensure that key projects that are carried out in the team are delivered;Develop a deep understanding of our data and ML infrastructure and champion infrastructure development needs which will help the whole team work more effectively;Be a technical leader on use, adoption and implementation of personalization and recommendations algorithms.Who you are:MSc or PhD degree in: ML or Computer Science, computer vision, mathematics, or a science field with strong data/ML component.3+ years hands on experience with ML in production, building datasets, selecting and engineering features, building and optimizing algorithms.Experience in several of the following domains: Recommender Systems, Deep Learning, Learn-to-Rank, Regression, Classification, Clustering.Experience with ML packages such as TensorFlow, PyTorch, Keras, Python (scikit-learn, pandas, numpy, scipy, Matplotlib), Spark MLlib, etc.Real world experience with Internet scale data on Spark, Hadoop or similar platform highly preferred.Good data manipulation skills required including cleaning and managing data.Good programming practices, ability to write readable, fast code.Intellectual curiosity and desire to learn new things, techniques and technologies.Nice to have:Knowledge of test design, implementation and evaluation, with website A/B testing experience a plus.Experience with data visualization tools and packages.Why join us:Expedia Group recognizes our success is dependent on the success of our people. We are the world's travel platform, made up of the most knowledgeable, passionate, and creative people in our business. Our brands recognize the power of travel to break down barriers and make people's lives better – that responsibility inspires us to be the place where exceptional people want to do their best work, and to provide them the tools to do so.If you have a desire to make a difference with one of the most loved consumer brands in the world and the dynamic travel industry, this is the job for you.Our family of travel brands includes: Brand Expedia®, Hotels.com®, Expedia® Partner Solutions, Egencia®, trivago®, VRBO®, Orbitz®, Travelocity®, Wotif®, lastminute.com.au®, ebookers®, CheapTickets®, Hotwire®, Classic Vacations®, Expedia® Media Solutions, CarRentals.com™, Expedia Local Expert®, Expedia® CruiseShipCenters®, SilverRail Technologies, Inc., ALICE and Traveldoo®.Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age.About Expedia GroupExpedia Group (NASDAQ: EXPE) powers travel for everyone, everywhere through our global platform. Driven by the core belief that travel is a force for good, we help people experience the world in new ways and build lasting connections. We provide industry-leading technology solutions to fuel partner growth and success, while facilitating memorable experiences for travelers. Expedia Group's family of brands includes: Brand Expedia®, Hotels.com®, Expedia® Partner Solutions, Vrbo®, Egencia®, trivago®, Orbitz®, Travelocity®, Hotwire®, Wotif®, ebookers®, CheapTickets®, Expedia Group™ Media Solutions, Expedia Local Expert®, CarRentals.com™, and Expedia Cruises™.© 2021 Expedia, Inc. All rights reserved. Trademarks and logos are the property of their respective owners. CST: 2029030-50Expedia is committed to creating an inclusive work environment with a diverse workforce. All qualified applicants will receive consideration for employment without regard to race, religion, gender, sexual orientation, national origin, disability or age."
"Associate Scientist II, R&D Data and Label",Beachbody,"El Segundo, CA",30+ days ago,2021-05-18,"Collaborating with subject matter experts within cross-functional categories and. Act as subject matter expert for PLM system, including facilitating training…",,https://www.indeed.com/rc/clk?jk=2deeeb48399b9874&fccid=5a65724ac3880f3d&vjs=3,None,"The Beachbody Company is the leader of in-home fitness and is on the lookout for top-notch talent to reach and serve more people. We’re an equal-opportunity employer who offers competitive compensation, incredible benefits and perks, not to mention a team of smart, friendly people and positive energy. We practice what we preach, providing free Shakeology (our delicious, healthy shake), onsite gyms, flexible work hours, and substantial product discounts. Are you ready to help us achieve our goal of helping people live healthy, fulfilling lives?The RD Data & Label Assoc. Sci. position will work at our technical center in El Segundo, CA or remotely within a similar time zone. This role is part of the Research, Development, and Quality group supporting nutritional products at The Beachbody Company. Work will cover specification development, raw material qualification, system support and workflow process improvements.ESSENTIAL DUTIES AND RESPONSIBILITIES:Managing finished product and packaging data and labels through coordination with R&D, Quality, Operations, and Marketing to ensure alignment with product standards and compliance with all regulatory gudielines.Collaborating with subject matter experts within cross-functional categories and suppliers to implement continuous improvement efforts to maximize process efficiency.Act as subject matter expert for PLM system, including facilitating training internalresources on PLM system and promote user acceptance.Represent R&D in key cross-functional meetings, and collaborate with Marketing, Regulatory, Quality, and Operations to support business initiatives, Quality and Supply Chain.Act as liaison between Beachbody IT and Product Development to ensure successful implementation and communication of software improvements.Other duties and projects as assignedEDUCATION:Bachelor’s degree in Food Science, Engineering, Chemistry, Biology or equivalentEXPERIENCE:2 to 4 years of relevant experience.Proven track record of success in product development and/or specification developmentKNOWLEDGE, SKILLS, AND ABILITIES:Proven track record of success in working within PLM environmentsStrong knowledge of ingredient functionality, product evaluation, supplier relationship, food manufacturing processes, and food safety preferredStrong interpersonal skills and demonstrated ability to work collaboratively on cross-functional teamsAbility to rapidly and effectively respond to changes in project scope and focusStrong attention to detail and technical understanding of systemsStrong organizational and planning skills and demonstrated ability to manage multiple projects with overlapping timelinesStrong drive for results and execution abilityExcellent communication skills both written and oralExperience with Quality and Product Lifecycle Management systemsBeachbody, LLC is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, citizenship status, religion, creed, age, physical or mental disability, sex, gender (including pregnancy, childbirth, breastfeeding or related medical conditions), sexual orientation, gender identity, gender expression, medical condition, genetic information, marital status, military and veteran status, or any other characteristic protected by federal, state, or local law.We want you to feel safe to be the Whole You – your authentic self – without concern of discrimination, retaliation, or bias. We are committed to fighting for equality, growing our diversity, and holding ourselves accountable for inclusion. Just as our employees, coaches, and partners commit to wellness and helping others, we are committed to creating a culture and community of holistic acceptance and belonging.To all recruitment agencies: Beachbody does not accept unsolicited agency resumes. Please do not forward resumes to our jobs alias, Beachbody employees, or any other company location. Beachbody is not responsible for any fees related to unsolicited resumes."
Data Scientist,DeepHealth,"Cambridge, MA",30+ days ago,2021-05-18,Experience working with DICOM data or healthcare-related data. Advanced degree in a field related to data science.,,https://www.indeed.com/rc/clk?jk=1d8cf47f1019b24e&fccid=3033275d6c075407&vjs=3,None,"DescriptionDeepHealth is a digital health start-up company based in Cambridge, MA engaged in applying state-of-the-art deep learning techniques to improve medical imaging interpretation. We believe the most exciting problems in machine learning are in healthcare, where the development and translation of novel methods has the potential to save patient lives. As a Data Scientist, you will help us collect and curate various sources of data to be used for research and product development and validation.QualificationsAdvanced degree in a field related to data scienceStrong programming skills in python and libraries such as pandasExperience working with DICOM data or healthcare-related dataKnowledge and experience in cloud infrastructure (e.g., Google Cloud, AWS, etc)"
Data Scientist/ Market Analyst,THE ENERGY AUTHORITY,"Bellevue, WA",30+ days ago,2021-05-18,"This position requires a high degree of self-motivation, analytical thinking, balancing of competing priorities, close collaboration with fellow data scientists…",,https://www.indeed.com/rc/clk?jk=328bf03503f8d2e3&fccid=cc29f9f0e51b545f&vjs=3,None,"About The Energy AuthorityThe Energy Authority is a public power-owned, nonprofit corporation with offices in Jacksonville, Florida and Bellevue (Seattle), Washington. TEA provides public power utilities with access to advanced resources and technology systems so they can respond competitively in the changing energy markets. Through partnership with TEA, utilities benefit from an experienced organization that is singularly focused on deriving the maximum value of their assets from the market.About the RoleChanges in electricity utilities and power markets demand Analysts with knowledge and expertise across multi-disciplines. As part of the Quantitative Analytics and Research multi-disciplinary team, a successful candidate will provide expertise in the areas of machine learning, operations research, and statistical models to translate business problems into solutions that are repeatable and scalable across The Energy Authority’s (TEA) Clients. A successful candidate is interested in following the trends and changes in the electricity markets in the Western Electricity Coordinating Council (WECC) interconnection such as California ISO and SPP Western Energy Imbalance Service Market (WEIS), and develops models that help assess how such trends and changes may be impacting our Clients.ESSENTIAL DUTIES & RESPONSIBILITIES include the following. Other duties may be assigned.This position requires a high degree of self-motivation, analytical thinking, balancing of competing priorities, close collaboration with fellow data scientists, and effective communication of technical topics to general audiences. Key responsibilities include: Design, develop, and improve complex optimization models, statistical models, and machine learning models to achieve Clients’ objectives. Develop tools and dashboards that External and Internal Clients use to evaluate strategies, from Research & Development to Production lifecycle. Investigate new and improved ways to formulate optimization problems and solution deliveries. Follow an established set of standard procedures such as providing code reviews, using internal R packages and Git repositoryThe desired analytical skills within TEA’s Quantitative Analytics and Research will include: Knowledge of Machine Learning algorithms and techniques such as Regression, Support Vector Machines, Neural Networks, Feature Engineering, and Model Validation techniques. Concepts of economic dispatch and marginal pricing in a centralized Electricity Power Markets and their market rules that affect clearing of energy, ancillary services, and other market products. Concepts of Object-Oriented Programming preferably in R or Python. Basic knowledge of web design such as HTML, CSS, JavaScript, reactive programming (preferably in R-Shiny), and database design and query. Operate & maintain models to support routine analysis. Develop & maintain a strong working knowledge of the tools used by TEA. Acquire a strong knowledge of functions performed by various areas of TEA. Develop & maintain a strong working knowledge of the theory and practice of complex analytical models. Develop awareness of TEA tool suites and effectively use them in designing solutions to complex problems. Maintain and enhance complex models – evaluate their performance. Have developed professional networks across TEA’s staff, the staff of TEA’s Members and Partners, and the electric utility industry Prepare reports, presentations, and other materials that provide senior management of TEA, Clients, and industry parties the results of analyses performed by the analyst or other team members Support TEA’s business development efforts Responsible for project management, schedules and budgetsSUPERVISORY RESPONSIBILITIESThis position has no direct supervisory responsibilities. Position is expected to provide mentoring and career development to other analysts as assigned.EDUCATION and/or EXPERIENCE Master’s degree or equivalent work experience in engineering, mathematics, economics, or other appropriate field of study. A degree in either Operations Research, Applied Mathematics, Computer Science, or Power System Economics is preferred. Knowledge of the Electric Utility Industry. Proficiency with R/Python and object-oriented programming.CERTIFICATES, LICENSES, & REGISTRATIONSProfessional Engineering License is preferred for candidates with a background in engineering. Certifications in Data Analytics, Optimization, or Machine Learning is desirable.OTHER SKILLS & ABILITIESExpertise needed with Microsoft Word, Excel/Visual Basic, and other analysis tools. Experience with large utility simulation and resource applications such as PROMOD, PLEXOS, Planning and Risk, AuroraXMP, or GEMaps, Dayzer, PSS/e, and PowerWorld is useful. Ability to apply techniques of decision analysis, such as decision trees, influence diagrams, etc."
Senior Data Scientist,Universal Music Group,"Santa Monica, CA",30+ days ago,2021-05-18,"This candidate should also have a demonstrated ability to manage client requests in a professional manner, communicate research and learnings to a variety of…",,https://www.indeed.com/rc/clk?jk=9963dd4f8d878884&fccid=cc6e623ce335957a&vjs=3,None,"We are UMG, the Universal Music Group. We are the world’s leading music company. In everything we do, we are committed to artistry, innovation and entrepreneurship. We own and operate a broad array of businesses engaged in recorded music, music publishing, merchandising, and audiovisual content in more than 60 countries. We identify and develop recording artists and songwriters, and we produce, distribute and promote the most critically acclaimed and commercially successful music to delight and entertain fans around the world.How we LEAD:Are you interested in working for the music industry? Would you like to help develop unique cutting-edge data science solutions to help drive innovation and creative data driven strategies across Universal Music Group?Universal Music Group is looking for a Data Scientist to join our in-house Data Science R&D team, working across prediction, segmentation, price optimization, machine learning, adtech and other areas where data and statistical methods can be applied to measurable advantage. Working on interesting high value problems from teams across the business, including frontline labels, A&R, catalogue, commercial, advertising and marketing. While also working in close collaboration with data architects, analysts and platform development teams to deliver scalable solutions to the business.The ideal candidate should have a strong statistical background, with a very good understanding of common machine learning techniques. While we encourage the team to use the right tools for the job, candidates should at least be proficient in R or Python & SQL at a minimum.This candidate should also have a demonstrated ability to manage client requests in a professional manner, communicate research and learnings to a variety of different audience types (from Senior Executives down to fellow Analysts), and work in both project teams and in silo to solve interesting problems in a consultative fashion.How you’ll CREATE:Research and develop data driven solutions to help solve current and future business problems.Build/refine/improve new or pre-existing statistical models or processes.Advise on data related topics to help guide or inform business decisions.Preparing data sets for applications such as classification, modelling and clustering.Developing new data features that can become invaluable pieces of insight.Supporting other data related teams to design new KPI’s and models to enhance their tooling.Bring your VIBE:3+ years of work experience in Data Science related roles.PhD with related work can count towards experience.Experience managing and engaging with clients in a consultative or analytical capacity.Experience working with development teams to productize work.Experience of managing projects and small working teams.Passion and curiosity for music and the data that is used within the industryKnowledge/foundation in StatisticsProficient in at least one of R and PythonAbility to query our databases (using platforms such as BigQuery) accurately and efficiently using SQLExcellent knowledge of using common Python/R statistical packages such as NumPy, SciPy, Stats-modelsWorking knowledge of machine learning concepts and techniques and their applicationKnowledge or experience of working with Google Cloud Platforms products like BigQuery, Dataflow, Dataproc, Machine Leaning or similar cloud solutions would be desirableImportantly being creative and thinking outside the box in the way we tackle and build solutionsDegree in Computer Science, Economics, Mathematics, Statistics or a similarly quantitative degreePerks Playlist:Competitive Compensation Package including Salary, Benefits and Generous 401k Savings PlanPaid Time Off – Paid Holidays, “Gift Week”, Summer FridaysStudent Loan Repayment AssistanceEmployee Developmental SupportAnnual Gym Reimbursement PackagePet Insurance, plus much more!Universal Music Group is an Equal Opportunity EmployerDisclaimer: This job description only provides an overview of job responsibilities that are subject to change."
Data Scientist,WiTronix,"Bolingbrook, IL",21 days ago,2021-05-18,"Casual dress and an array of health insurance and wellness programs to support total health. Models and analyzes complex problems, discovering insights and…",,https://www.indeed.com/rc/clk?jk=e1e702a30a64af35&fccid=58d26f685ff56e0b&vjs=3,None,"Overview:What does this mean for your career?Every day, our teams embrace exciting opportunities with their unique skills and talents to pioneer advancing innovation and radically change how the rail industry navigates the future. At Wi-Tronix, we are inspiring and engineering the skills of tomorrow, today and we are looking for exceptional people who share our passion and are ready to break the rules and re-imagine rail. Big ideas happen here, ideas that keep people safe and an industry we love safely on track. Our culture is about agile collaboration and working here is not just a job-it's a calling to make a difference.What can you expect?We have a highly collaborative culture which involves continuous exchange and vetting of ideas, in person, with Executive Staff and subject matter experts throughout the organization.Our salary ranges, including performance based incentives, are commensurate with experience and we offer a comprehensive benefits package. We believe in supporting total health for our employees to include physical, financial, occupational, mental and social. At a high level, our benefits include:A market leading solution provider with a customer base that includes all the major railroads in North AmericaA flexible office/remote work environment to help accommodate individual schedulesCasual dress and an array of health insurance and wellness programs to support total healthProfessional development (training, certification)Company sponsored social and community service opportunitiesGenerous Paid Time Off and HolidaysMedical, Dental, Vision, Disability (Short and Long Term)Company funded 401k contribution on day 1Wellness and Charitable giving programsCompany provided snacks and beveragesPassionate cultureResponsibilities:Who are we looking for:Analysis and StrategyCommunicate results and ideas to key decision makers in a way that can be easily understood by business counterparts.Design and build new data set processes for modeling, data mining, and production purposes.Develop and productionize working prototypes, proof of concepts, algorithms, predictive models, and custom analysis.Models and analyzes complex problems, discovering insights and identifying opportunities through the use of statistical, algorithmic, mining and visualization techniques.Collaborate with product management and engineering departments to understand company needs and devise possible solutionsDevelop strategies around data cleaning, data structure, and data taggingResearch, Development, LearningKeep up-to-date with latest technology trendsDetermine new innovative ways to improve data and search quality, and predictive capabilitiesQualifications:What will you need?MS or PhD (preferred) in Computer Science, Mathematics, or Statistics with related experience1+ years of experience in developing, crafting or using any deep learning frameworksPython programming; Other languages, such as R, preferredSQL scripting and database knowledgeProficiency in computer vision, image/video/signal processing, machine learning, feature extraction, statistical analysis, and classification.Solid technical foundation in CPU and GPU architectures, networking, numeric libraries, modular software designInitiative, proactive thinking, problem and situational analysis, results orientedFamiliarity with commercial production of research and modelingWi-Tronix is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: Wi-Tronix is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Wi-Tronix are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. If you have a disability or handicap and would like us to accommodate you in any reasonable way, please inform your recruiter so that we can discuss the appropriate alternatives available.If you have a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact Mary Oster or hrhelp@wi-tronix.com for assistance.Wi-Tronix does not accept and will not review unsolicited resumes from recruiters and/or search firms."
"Health Data Scientist, Mid",Booz Allen Hamilton,"Bethesda, MD",3 days ago,2021-05-18,"You’ll mentor teammates, develop algorithms, write scripts, apply machine learning, help scale machine learning applications to new clients and challenges, and…",,https://www.indeed.com/rc/clk?jk=1246d572067cee56&fccid=4e041af1d0af1bc8&vjs=3,None,"The Challenge:Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open up new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors — from fraud detection, to cancer research, to national intelligence — you know the answers are in the data.We have an opportunity for you to use your analytical skills to improve public healthcare. You’ll work closely with your customer to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll mentor teammates, develop algorithms, write scripts, apply machine learning, help scale machine learning applications to new clients and challenges, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help our federal government clients make informed decisions. You’ll provide your customer with a deep understanding of their data, what it all means, and how they can use it. Join us as we use data science for good in public healthcare.Empower change with us.You Have:2+ years of experience with data science or analyticsExperience with scripting languages including Python and RExperience with creating data infrastructure models and implementing them in client systemsExperience with managing disparate data sources, including preprocessing, cleansing, and verifying data integrityExperience with performing data exploration and analysis to support analytics objectivesAbility to work independently to achieve successful results with minimal guidanceAbility to obtain a security clearanceBA or BS degreeNice If You Have:Experience with data analysis for health-related organizations, including FDA, NIH, and commercialExperience with data visualization tools or technologies, such as Tableau, Qlik or RShinyAbility to exhibit flexibility and initiative when dealing with ambiguous and fast-paced situationsClearance:Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.Build Your Career: At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunkchange the world with the Data Science Bowl—the world’s premier data science for social good competitionparticipate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal governmentYou’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site bootcamps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."
Data Scientist,Root Insurance Company,"Columbus, OH",30+ days ago,2021-05-18,"Demonstrated experience building, validating, and applying statistical machine learning methods to real world problems.",,https://www.indeed.com/rc/clk?jk=d639e32ea6a2425d&fccid=b53218579f8cf88c&vjs=3,None,"We believe a large part of building an effective insurance company can be solved with a principled quantitative framework. We are committed to the rigorous development and effective deployment of modern statistical machine learning methods to problems in the insurance industry.One of our core data science challenges is understanding driving behavior from smartphone sensor data. Dealing with the flood of sensor data requires us to build large-scale systems that ride the big data wave rather than being submerged by it. There is no shortage of computational and statistical challenges to tackle. In addition to telematics risk-scoring, the Data Science team works on core problems in pricing model development, reserving methodology, marketing, and strategic business forecasts.A Data Scientist at Root is responsible for the end-to-end development of statistical methods and algorithms. This includes taking high-level business challenges, translating them into a concrete, quantitative framework, and shepherding solutions from R&D into production. Data Scientists typically work on cross-functional teams, regularly engaging with the members of various departments including Product, Actuarial, Marketing, and Engineering.Responsibilities:Applying principled methods to quantitative insurance challenges in areas such as telematics risk scoring, pricing, reserving, and estimating customer lifetime value.Learning the required tools to get the job done, e.g. Python, R, Spark, SQL, etc. Building data processing pipelines to quickly iterate on research ideas and put them into production.Effectively communicating insights from complex analyses.Taking end-to-end ownership of problem domains and continuously improving upon quantitative solutions.Minimum Qualifications:PhD in a quantitative discipline and/or 3+ years of applying advanced quantitative techniques to problems in industry.Strong demonstrable knowledge of topics such as statistical inference, numerical linear algebra, machine learning, and numerical optimization.Exceptional communicator and storyteller. Strong programming skills with experience using modern packages in R and Python.Demonstrated experience building, validating, and applying statistical machine learning methods to real world problems."
Data Scientist,Mitre Corporation,"McLean, VA",21 days ago,2021-05-18,"Experience with applying AI/ML to complex problems, including initial design through hands-on application. Creative thinker with the ability to function in a…",,https://www.indeed.com/rc/clk?jk=97ea52e9a1641625&fccid=30bd8a58380c700b&vjs=3,None,"Why choose between doing meaningful work and having a fulfilling life? At MITRE, you can have both. That's because MITRE people are committed to tackling our nation's toughest challenges—and we're committed to the long-term well-being of our employees. MITRE is different from most technology companies. We are a not-for-profit corporation chartered to work for the public interest, with no commercial conflicts to influence what we do. The R&D centers we operate for the government create lasting impact in fields as diverse as cybersecurity, healthcare, aviation, defense, and enterprise transformation. We're making a difference every day—working for a safer, healthier, and more secure nation and world. Our workplace reflects our values. We offer competitive benefits, exceptional professional development opportunities, and a culture of innovation that embraces diversity, inclusion, flexibility, collaboration, and career growth. If this sounds like the choice you want to make, then choose MITRE—and make a difference with us.The MITRE Corporation is currently seeking motivated, creative Data Scientists with interest and experience in Artificial Intelligence and Machine Learning to develop innovative solutions and make evidence-based recommendations to help the Federal Aviation Administration (FAA) chart the future of aviation. We are seeking both entry-level and experienced candidates. You will passionately apply your Data Science skills and experience to help the FAA chart the future of aviation, use your curiosity and interest to understand and solve complex problems using objective and quantitative methods, and work directly with government sponsors and industry to gain an understanding of their challenges, evaluate solutions and conduct insightful, actionable analyses.Required Qualifications:Bachelor’s Degree or Master’s degree in Data Science, Computer Science, Mathematics, Statistics, or similar field.Experience with RStudio, Python, and Tableau.Creative thinker with the ability to function in a dynamic, fast-moving environment.Excellent communication skills, both written and oral, of particularly complex and interconnected concepts.Interest in aviation and aerospace domain.Preferred Qualifications :Experience with applying AI/ML to complex problems, including initial design through hands-on application.Experience with prototype software development including algorithm development and implementation in back end (e.g., Java Spring Boot) or front end (E.g., JS, HTML5, CSS, VUE, React, Bootstrap).This requisition requires the following clearance(s):MITRE is proud to be an equal opportunity employer. MITRE recruits, employs, trains, compensates, and promotes regardless of race, religion, color, national origin, gender, gender expression, sexual identity, disability, age, veteran status, and other protected status.MITRE intends to maintain a website that is fully accessible to all individuals. If you are unable to search or apply for jobs and would like to request a reasonable accommodation for any part of MITRE’s employment process, please contact MITRE’s Recruiting Help Line at 703-983-8226 or email at recruitinghelp@mitre.org.Copyright © 1997-2021, The MITRE Corporation. All rights reserved. MITRE is a registered trademark of The MITRE Corporation. Material on this site may be copied and distributed with permission only."
Data Scientist,CONTINENTAL FINANCE COMPANY,"Wilmington, DE",4 days ago,2021-05-18,"This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline.",,https://www.indeed.com/rc/clk?jk=d0e2b46c183c18a6&fccid=8f713d335b69f215&vjs=3,None,"Data ScientistCome join a growing financial technology company that’s leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.Essential Functions: Develop and design best in class models Develop and design best in class market intelligence applications that support decision making Collaboration with Risk Management to quickly and efficiently resolve outstanding issues and support documentation as required Test new statistical tools and packagesThe ideal candidate will have the following:Master’s Degree in related field or higher education required.Expert knowledge of classical statistical techniques such a linear regression and maximum likelihood regression.Expert knowledge of machine learning and AI methods including CART, Random Forests and XGBoost.Creating complex custom data queries in SQLCreating complex data models in SAS or R or Python.Creating complex data visualizations in TableauWhy Continental Finance?Continental Finance Company (“CFC”) is one of America’s leading marketers and servicers of credit cards for consumers with less-than-perfect credit. Since the Company’s founding in 2005, CFC has prided itself on its corporate responsibility to customers in terms of a strong customer support program, fair treatment and responsible lending. With our success, we have also grown into an innovative financial tech company! With a state-of-the-art consumer underwriting, marketing and servicing platform, we provide a variety of services to our consumers when other financial institutions will not accommodate them. We are proud to provide access to credit products and excellent services to consumers who are largely overlooked by traditional credit card issuers.CFC is seeking bright, energetic individuals that will help us grow and develop together! We uphold a promise to treat our employees with the same care and concern as we do our customers. We offer all employees competitive compensation and benefits in an exciting, fast-paced business casual environment. Join our growing team and apply online today at https://continentalfinancecompany.easyapply.co!You will be required to work in-office for this position, telecommuting is not available."
